ip_id,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd
4148,1986.0,2010-03-07,1.0,42538.0,500.0,2.0,3.0,6.0,1
4149,1984.0,2008-03-21,1.0,40938.0,500.0,1.0,1.0,3.0,12
4150,1974.0,2009-11-14,0.0,42688.0,500.0,1.0,3.0,1.0,9
4151,1980.0,2009-08-11,1.0,43729.0,500.0,2.0,4.0,6.0,12
4152,1989.0,2014-03-31,0.0,45573.0,500.0,1.0,1.0,3.0,8
4153,1974.0,2009-01-15,0.0,45864.0,500.0,1.0,1.0,3.0,6
4154,1980.0,2012-12-16,1.0,40770.0,500.0,1.0,3.0,2.0,11
4155,1987.0,2008-07-14,0.0,38938.0,480914.0,1.0,2.0,5.0,1
4156,1974.0,2001-04-25,0.0,44878.0,394360.0,2.0,4.0,1.0,3
4157,1979.0,2006-06-28,1.0,47518.0,245077.0,2.0,3.0,4.0,12
4158,1978.0,2011-11-02,1.0,41941.0,500.0,1.0,1.0,2.0,4
4159,1980.0,2011-06-20,0.0,41723.0,600696.0,1.0,2.0,4.0,3
4160,1979.0,2009-04-17,0.0,44797.0,500.0,2.0,2.0,6.0,3
4161,1981.0,2011-04-18,0.0,41455.0,265995.0,2.0,1.0,2.0,3
4162,1988.0,2015-11-27,0.0,38131.0,500.0,2.0,1.0,1.0,4
4163,1977.0,2012-07-06,0.0,43275.0,500.0,2.0,4.0,6.0,1
4164,1979.0,2010-08-21,0.0,45954.0,500.0,1.0,2.0,6.0,8
4165,1977.0,2010-12-27,2.0,45586.0,500.0,1.0,4.0,2.0,11
4166,1981.0,2012-12-16,1.0,47537.0,500.0,1.0,2.0,2.0,7
4167,1980.0,2009-04-21,0.0,46270.0,500.0,2.0,3.0,2.0,6
4168,1984.0,2008-04-25,0.0,43122.0,377789.0,2.0,1.0,3.0,5
4169,1980.0,2003-11-25,0.0,43052.0,500.0,2.0,1.0,5.0,5
4170,1980.0,2004-08-09,0.0,43893.0,500.0,1.0,4.0,6.0,9
4171,1981.0,2011-06-18,0.0,35161.0,500.0,1.0,3.0,2.0,7
4172,1979.0,2015-06-02,1.0,46419.0,500.0,1.0,1.0,3.0,2
4173,1975.0,2010-12-09,0.0,44900.0,491174.0,2.0,4.0,6.0,9
4174,1980.0,2012-11-21,0.0,40800.0,500.0,2.0,1.0,4.0,12
4175,1982.0,2010-06-02,1.0,44382.0,287540.0,1.0,4.0,6.0,9
4176,1975.0,2007-08-17,0.0,38138.0,203527.0,2.0,3.0,3.0,7
4177,1981.0,2010-04-11,1.0,43809.0,500.0,2.0,4.0,2.0,2
4178,1980.0,2010-09-18,0.0,48391.0,500.0,1.0,1.0,6.0,7
4179,1974.0,2013-07-28,0.0,42080.0,500.0,2.0,1.0,1.0,4
4180,1978.0,2011-11-01,0.0,50263.0,500.0,2.0,2.0,2.0,7
4181,1980.0,2013-07-23,1.0,41647.0,500.0,2.0,4.0,6.0,6
4182,1975.0,2007-10-13,0.0,37462.0,500.0,1.0,3.0,2.0,6
4183,1980.0,2011-09-06,0.0,42531.0,241663.0,1.0,2.0,1.0,5
4184,1981.0,2006-03-26,0.0,48992.0,500.0,1.0,4.0,6.0,9
4185,1971.0,2007-06-26,0.0,40394.0,500.0,1.0,4.0,3.0,4
4186,1982.0,2008-10-24,0.0,44399.0,356748.0,1.0,3.0,1.0,3
4187,1977.0,2010-12-13,0.0,39017.0,289445.0,2.0,3.0,5.0,3
4188,1982.0,2008-04-07,0.0,41250.0,512322.0,1.0,2.0,6.0,1
4189,1982.0,2007-12-18,0.0,41688.0,855488.0,2.0,1.0,6.0,4
4190,1977.0,2012-10-23,0.0,43984.0,500.0,1.0,3.0,3.0,6
4191,1980.0,2009-06-23,0.0,44048.0,500.0,1.0,1.0,6.0,7
4192,1979.0,2014-03-19,0.0,40354.0,639253.0,2.0,4.0,4.0,3
4193,1971.0,2013-12-23,0.0,42202.0,500.0,1.0,1.0,3.0,6
4194,1981.0,2010-09-01,0.0,39805.0,500.0,2.0,4.0,3.0,3
4195,1977.0,2009-03-08,0.0,39597.0,500.0,1.0,4.0,1.0,8
4196,1979.0,2008-12-22,0.0,45921.0,1279316.0,1.0,1.0,2.0,3
4197,1982.0,2011-06-18,0.0,46246.0,500.0,2.0,4.0,5.0,3
4198,1972.0,2007-02-22,0.0,41442.0,500.0,1.0,1.0,3.0,9
4199,1982.0,2010-03-18,0.0,41389.0,1217241.0,1.0,4.0,2.0,8
4200,1974.0,2013-04-13,0.0,38201.0,917907.0,1.0,3.0,2.0,6
4201,1980.0,2012-02-16,0.0,37275.0,890286.0,2.0,3.0,6.0,4
4202,1985.0,2010-05-19,0.0,47120.0,395454.0,1.0,1.0,4.0,2
4203,1980.0,2013-01-03,3.0,46172.0,500.0,2.0,4.0,4.0,7
4204,1977.0,2009-06-03,1.0,46430.0,500.0,2.0,3.0,6.0,12
4205,1981.0,2013-11-15,1.0,41329.0,884389.0,1.0,1.0,2.0,12
4206,1977.0,2006-11-28,0.0,39675.0,1893309.0,2.0,1.0,4.0,11
4207,1970.0,2012-02-17,0.0,42007.0,500.0,2.0,1.0,4.0,2
4208,1983.0,2007-01-29,0.0,47795.0,108127.0,2.0,3.0,2.0,11
4209,1979.0,2009-01-09,0.0,40820.0,707249.0,2.0,4.0,2.0,7
4210,1983.0,2011-09-11,0.0,36921.0,387490.0,1.0,3.0,6.0,9
4211,1977.0,2014-04-27,0.0,43748.0,777261.0,1.0,2.0,6.0,11
4212,1969.0,2009-01-18,0.0,43052.0,546923.0,2.0,3.0,5.0,9
4213,1979.0,2010-05-26,0.0,44788.0,500.0,2.0,3.0,3.0,4
4214,1982.0,2009-02-01,0.0,40274.0,179290.0,1.0,4.0,4.0,12
4215,1982.0,2005-03-15,0.0,39543.0,1247843.0,2.0,3.0,5.0,3
4216,1982.0,2012-12-12,0.0,40274.0,500.0,1.0,4.0,1.0,12
4217,1979.0,2012-05-25,0.0,41956.0,500.0,1.0,4.0,6.0,8
4218,1981.0,2012-04-19,0.0,46911.0,500.0,2.0,3.0,5.0,7
4219,1986.0,2011-08-28,1.0,51398.0,500.0,1.0,2.0,4.0,1
4220,1984.0,2012-06-10,1.0,42458.0,500.0,2.0,3.0,3.0,2
4221,1978.0,2009-08-27,0.0,39147.0,500.0,1.0,4.0,3.0,11
4222,1983.0,2011-05-09,0.0,43819.0,621084.0,1.0,4.0,2.0,3
4223,1980.0,2006-11-25,0.0,48303.0,500.0,2.0,1.0,5.0,3
4224,1977.0,2013-04-02,0.0,43942.0,1600541.0,2.0,3.0,5.0,3
4225,1981.0,2011-01-06,1.0,40963.0,411712.0,1.0,1.0,1.0,5
4226,1985.0,2010-08-04,0.0,42823.0,735858.0,2.0,1.0,2.0,3
4227,1979.0,2008-08-12,1.0,42292.0,500.0,1.0,4.0,3.0,2
4228,1982.0,2009-03-08,0.0,39024.0,500.0,2.0,2.0,5.0,3
4229,1980.0,2010-04-25,3.0,42882.0,681763.0,1.0,4.0,3.0,3
4230,1982.0,2009-06-30,1.0,39316.0,887874.0,1.0,3.0,6.0,1
4231,1977.0,2012-01-27,0.0,44673.0,685913.0,2.0,2.0,5.0,12
4232,1980.0,2007-05-22,0.0,43500.0,500.0,2.0,1.0,1.0,7
4233,1978.0,2010-08-13,1.0,39197.0,626089.0,2.0,1.0,1.0,6
4234,1982.0,2010-11-17,0.0,42247.0,500.0,1.0,2.0,5.0,9
4235,1970.0,2014-03-10,0.0,47661.0,955219.0,2.0,4.0,5.0,2
4236,1982.0,2012-01-10,0.0,47459.0,929159.0,2.0,1.0,1.0,2
4237,1975.0,2007-05-27,0.0,44740.0,500.0,2.0,1.0,2.0,6
4238,1984.0,2011-12-09,1.0,44596.0,489336.0,1.0,4.0,4.0,5
4239,1973.0,2009-08-12,0.0,44790.0,210089.0,2.0,2.0,6.0,3
4240,1981.0,2008-07-19,0.0,36927.0,1051129.0,2.0,4.0,1.0,11
4241,1979.0,2013-02-03,0.0,38891.0,119886.0,2.0,3.0,2.0,3
4242,1978.0,2010-12-28,0.0,41727.0,500.0,2.0,3.0,5.0,6
4243,1966.0,2009-07-01,0.0,39819.0,500.0,1.0,4.0,3.0,7
4244,1978.0,2011-03-27,0.0,45305.0,500.0,2.0,2.0,1.0,7
4245,1972.0,2015-03-08,0.0,55894.0,1372272.0,1.0,2.0,2.0,11
4246,1981.0,2011-04-06,0.0,49391.0,500.0,2.0,2.0,4.0,7
4247,1984.0,2007-03-06,1.0,41525.0,172034.0,2.0,4.0,1.0,2
4248,1993.0,2012-07-30,0.0,50278.0,500.0,2.0,3.0,3.0,11
4249,1973.0,2012-03-13,0.0,31264.0,604612.0,1.0,4.0,1.0,9
4250,1977.0,2008-12-09,0.0,45670.0,403598.0,2.0,3.0,1.0,3
4251,1986.0,2013-04-19,0.0,39449.0,500.0,2.0,3.0,1.0,12
4252,1982.0,2009-02-02,0.0,48055.0,500.0,2.0,4.0,1.0,7
4253,1979.0,2009-07-04,0.0,37674.0,243324.0,2.0,2.0,5.0,12
4254,1987.0,2007-11-01,0.0,42796.0,500.0,2.0,1.0,5.0,11
4255,1977.0,2008-08-25,2.0,44194.0,195470.0,2.0,3.0,4.0,5
4256,1976.0,2014-01-04,1.0,43771.0,500.0,2.0,3.0,5.0,2
4257,1979.0,2011-02-06,1.0,41729.0,1001830.0,2.0,1.0,4.0,12
4258,1983.0,2012-07-05,1.0,37997.0,25159.0,1.0,4.0,3.0,8
4259,1974.0,2013-02-12,0.0,39624.0,423046.0,1.0,2.0,5.0,3
4260,1977.0,2011-12-06,3.0,38123.0,500.0,1.0,3.0,6.0,7
4261,1983.0,2003-06-27,0.0,40957.0,1006756.0,2.0,2.0,2.0,7
4262,1982.0,2005-07-11,3.0,40489.0,423088.0,1.0,4.0,4.0,3
4263,1982.0,2013-07-15,2.0,40275.0,1661930.0,1.0,2.0,5.0,2
4264,1972.0,2012-04-28,0.0,45860.0,500.0,1.0,1.0,6.0,3
4265,1976.0,2017-01-08,0.0,46144.0,143252.0,2.0,3.0,4.0,11
4266,1984.0,2006-10-17,0.0,38697.0,158402.0,1.0,1.0,3.0,5
4267,1979.0,2014-09-21,0.0,42358.0,500.0,1.0,1.0,2.0,3
4268,1975.0,2011-02-28,1.0,38893.0,866841.0,1.0,4.0,4.0,1
4269,1981.0,2015-05-04,0.0,38799.0,500.0,2.0,3.0,3.0,6
4270,1982.0,2012-01-01,0.0,40405.0,500.0,1.0,1.0,3.0,9
4271,1978.0,2006-04-06,0.0,48346.0,500.0,1.0,2.0,3.0,1
4272,1979.0,2012-06-06,0.0,44417.0,500.0,2.0,3.0,3.0,5
4273,1981.0,2011-12-09,0.0,43233.0,557127.0,1.0,2.0,5.0,11
4274,1980.0,2010-04-10,0.0,46499.0,500.0,1.0,4.0,1.0,4
4275,1977.0,2014-08-22,0.0,40410.0,230148.0,2.0,1.0,1.0,11
4276,1976.0,2008-04-12,0.0,41133.0,136857.0,1.0,4.0,2.0,8
4277,1986.0,2010-11-09,0.0,45760.0,269886.0,2.0,1.0,5.0,2
4278,1979.0,2011-11-30,0.0,41100.0,415669.0,1.0,1.0,2.0,1
4279,1974.0,2011-05-23,0.0,41529.0,500.0,1.0,2.0,5.0,4
4280,1983.0,2013-06-21,0.0,37351.0,879809.0,2.0,4.0,4.0,1
4281,1980.0,2014-02-19,0.0,41997.0,500.0,2.0,3.0,2.0,1
4282,1980.0,2009-09-15,1.0,47102.0,688566.0,2.0,3.0,1.0,9
4283,1981.0,2007-09-26,3.0,41925.0,1152876.0,2.0,1.0,3.0,9
4284,1980.0,2013-06-02,0.0,46294.0,500.0,2.0,2.0,2.0,8
4285,1975.0,2013-04-30,0.0,40713.0,252342.0,1.0,4.0,5.0,12
4286,1988.0,2012-07-18,0.0,42021.0,500.0,2.0,3.0,4.0,2
4287,1974.0,2014-05-12,0.0,41304.0,249095.0,2.0,2.0,5.0,3
4288,1972.0,2010-02-24,2.0,43172.0,500.0,1.0,3.0,1.0,2
4289,1980.0,2011-07-25,0.0,44195.0,995178.0,2.0,1.0,3.0,7
4290,1977.0,2007-02-20,0.0,46099.0,500.0,2.0,2.0,2.0,12
4291,1984.0,2014-09-03,0.0,46536.0,1472587.0,1.0,4.0,2.0,1
4292,1982.0,2007-02-25,2.0,46451.0,613746.0,1.0,3.0,6.0,1
4293,1973.0,2007-07-03,0.0,37387.0,633921.0,1.0,1.0,2.0,6
4294,1979.0,2011-02-20,0.0,40879.0,402269.0,2.0,3.0,5.0,6
4295,1980.0,2013-09-05,0.0,43699.0,500.0,2.0,2.0,5.0,1
4296,1967.0,2016-04-05,1.0,47513.0,500.0,2.0,4.0,3.0,5
4297,1983.0,2006-06-23,0.0,43908.0,3378.0,2.0,3.0,1.0,5
4298,1980.0,2009-06-22,0.0,45541.0,78978.0,1.0,3.0,4.0,5
4299,1980.0,2007-03-17,1.0,38038.0,500.0,1.0,2.0,2.0,4
4300,1972.0,2008-04-06,0.0,40654.0,500.0,2.0,4.0,5.0,6
4301,1978.0,2007-12-13,2.0,48339.0,500.0,2.0,2.0,5.0,11
4302,1983.0,2007-01-03,0.0,42110.0,881514.0,2.0,3.0,3.0,6
4303,1988.0,2005-06-13,1.0,43274.0,500.0,1.0,1.0,6.0,9
4304,1979.0,2008-12-14,0.0,45757.0,188036.0,2.0,1.0,6.0,6
4305,1991.0,2012-03-27,0.0,48410.0,301924.0,2.0,1.0,4.0,12
4306,1979.0,2007-04-05,0.0,45250.0,500.0,2.0,2.0,4.0,8
4307,1989.0,2008-09-16,0.0,44515.0,500.0,2.0,2.0,3.0,2
4308,1982.0,2010-06-01,0.0,39763.0,500.0,2.0,4.0,4.0,1
4309,1978.0,2012-08-09,0.0,42233.0,500.0,1.0,3.0,4.0,5
4310,1978.0,2007-07-16,0.0,39289.0,500.0,2.0,1.0,2.0,6
4311,1984.0,2008-10-09,0.0,43233.0,81077.0,2.0,4.0,2.0,2
4312,1985.0,2009-01-16,0.0,43907.0,500.0,2.0,3.0,2.0,4
4313,1980.0,2006-04-29,0.0,45856.0,1061535.0,2.0,1.0,5.0,8
4314,1985.0,2011-09-26,0.0,51506.0,266741.0,1.0,3.0,3.0,8
4315,1980.0,2013-09-26,0.0,44240.0,500.0,1.0,4.0,3.0,4
4316,1983.0,2018-01-11,0.0,43542.0,500.0,2.0,2.0,2.0,8
4317,1980.0,2007-11-01,0.0,42929.0,500.0,2.0,4.0,5.0,9
4318,1986.0,2010-07-12,0.0,38620.0,139533.0,1.0,1.0,5.0,12
4319,1978.0,2007-05-17,0.0,48187.0,500.0,2.0,2.0,3.0,12
4320,1984.0,2011-03-12,0.0,38401.0,500.0,1.0,1.0,5.0,3
4321,1984.0,2010-01-31,0.0,36695.0,500.0,1.0,1.0,2.0,4
4322,1982.0,2011-03-14,0.0,44006.0,500.0,2.0,1.0,6.0,3
4323,1978.0,2008-05-15,0.0,39333.0,500.0,2.0,1.0,1.0,11
4324,1984.0,2009-03-19,0.0,44165.0,500.0,2.0,3.0,2.0,11
4325,1983.0,2011-07-01,1.0,40948.0,1444606.0,1.0,4.0,1.0,2
4326,1979.0,2012-08-24,0.0,40770.0,500.0,1.0,4.0,3.0,8
4327,1979.0,2009-11-12,1.0,45008.0,500.0,1.0,3.0,6.0,2
4328,1975.0,2013-09-01,0.0,44121.0,1013800.0,1.0,3.0,2.0,6
4329,1979.0,2014-06-27,2.0,43632.0,500.0,2.0,1.0,4.0,9
4330,1977.0,2011-12-25,0.0,39734.0,500.0,1.0,3.0,6.0,6
4331,1971.0,2015-11-01,0.0,51295.0,600616.0,2.0,1.0,4.0,9
4332,1974.0,2006-11-07,0.0,45060.0,103053.0,2.0,3.0,1.0,9
4333,1976.0,2007-05-17,0.0,46441.0,456728.0,1.0,1.0,2.0,2
4334,1976.0,2009-06-09,0.0,42053.0,500.0,2.0,3.0,2.0,7
4335,1982.0,2010-01-08,0.0,47913.0,551018.0,2.0,4.0,5.0,6
4336,1982.0,2013-10-17,0.0,41654.0,231922.0,1.0,4.0,3.0,12
4337,1973.0,2008-04-18,0.0,38232.0,500.0,2.0,4.0,3.0,3
4338,1968.0,2008-04-22,0.0,48145.0,598361.0,2.0,4.0,4.0,4
4339,1983.0,2009-03-27,0.0,40567.0,500.0,1.0,1.0,6.0,9
4340,1972.0,2007-05-04,1.0,45232.0,41282.0,2.0,4.0,4.0,2
4341,1984.0,2010-11-12,0.0,41735.0,410702.0,2.0,2.0,2.0,4
4342,1965.0,2006-12-12,1.0,39498.0,205734.0,2.0,2.0,6.0,5
4343,1975.0,2010-03-23,0.0,37768.0,722367.0,2.0,1.0,2.0,9
4344,1985.0,2010-07-17,0.0,47986.0,438372.0,2.0,2.0,3.0,11
4345,1983.0,2007-06-16,0.0,39800.0,467536.0,1.0,4.0,6.0,2
4346,1974.0,2007-12-24,1.0,45439.0,13086.0,2.0,3.0,3.0,5
4347,1972.0,2011-12-21,0.0,48220.0,500.0,2.0,2.0,2.0,4
4348,1977.0,2012-10-15,0.0,44934.0,332331.0,2.0,2.0,2.0,5
4349,1981.0,2008-11-29,0.0,46745.0,57631.0,1.0,1.0,3.0,11
4350,1983.0,2011-11-22,1.0,44892.0,500.0,1.0,2.0,5.0,8
4351,1980.0,2007-01-27,0.0,37966.0,500.0,1.0,3.0,1.0,2
4352,1982.0,2007-07-24,0.0,39993.0,951159.0,2.0,2.0,2.0,3
4353,1981.0,2010-05-18,0.0,34148.0,769805.0,2.0,2.0,5.0,2
4354,1976.0,2016-03-01,0.0,43278.0,310819.0,1.0,3.0,6.0,9
4355,1974.0,2008-04-10,0.0,41923.0,500.0,1.0,3.0,4.0,6
4356,1978.0,2012-07-29,1.0,44180.0,500.0,1.0,1.0,2.0,4
4357,1973.0,2007-11-11,0.0,45531.0,500.0,1.0,2.0,3.0,2
4358,1981.0,2009-09-03,0.0,39630.0,892910.0,2.0,1.0,1.0,8
4359,1978.0,2010-07-26,0.0,42920.0,432847.0,1.0,2.0,5.0,8
4360,1977.0,2011-10-15,0.0,43215.0,295723.0,2.0,1.0,1.0,5
4361,1978.0,2011-11-17,0.0,52126.0,483149.0,2.0,1.0,2.0,9
4362,1982.0,2007-09-11,2.0,38690.0,500.0,2.0,1.0,5.0,4
4363,1980.0,2006-10-04,0.0,34089.0,38194.0,2.0,4.0,5.0,12
4364,1982.0,2012-06-20,0.0,41069.0,673208.0,2.0,4.0,6.0,11
4365,1981.0,2011-12-18,0.0,42024.0,500.0,1.0,3.0,5.0,11
4366,1979.0,2003-10-24,0.0,53414.0,500.0,1.0,4.0,1.0,8
4367,1974.0,2008-10-07,0.0,41151.0,500.0,1.0,1.0,6.0,8
4368,1981.0,2010-04-04,0.0,44821.0,500.0,1.0,3.0,2.0,9
4369,1980.0,2017-12-20,0.0,43567.0,821435.0,2.0,1.0,4.0,8
4370,1986.0,2011-04-13,0.0,38151.0,500.0,2.0,4.0,3.0,1
4371,1974.0,2009-06-12,0.0,46690.0,91725.0,1.0,3.0,1.0,9
4372,1975.0,2010-10-30,1.0,35348.0,500.0,1.0,2.0,4.0,4
4373,1973.0,2015-06-03,0.0,46574.0,500.0,2.0,3.0,4.0,5
4374,1974.0,2016-05-17,1.0,42378.0,32125.0,1.0,2.0,3.0,11
4375,1973.0,2008-02-21,0.0,53220.0,500.0,1.0,4.0,5.0,1
4376,1986.0,2007-09-30,0.0,40059.0,99590.0,2.0,2.0,2.0,12
4377,1976.0,2012-08-15,0.0,36956.0,204475.0,1.0,2.0,5.0,6
4378,1976.0,2013-11-23,0.0,41533.0,500.0,2.0,1.0,5.0,3
4379,1977.0,2007-11-23,0.0,35144.0,500.0,2.0,1.0,1.0,7
4380,1979.0,2007-08-01,0.0,37218.0,500.0,1.0,3.0,2.0,8
4381,1977.0,2008-11-22,0.0,38672.0,467736.0,2.0,2.0,3.0,11
4382,1978.0,2014-12-05,0.0,39221.0,500.0,2.0,2.0,5.0,9
4383,1979.0,2012-10-20,0.0,37527.0,249570.0,1.0,3.0,2.0,9
4384,1977.0,2011-04-16,0.0,40048.0,477034.0,1.0,3.0,5.0,3
4385,1988.0,2011-06-03,0.0,37547.0,500.0,2.0,3.0,4.0,2
4386,1980.0,2010-02-08,0.0,37272.0,500.0,2.0,4.0,3.0,7
4387,1971.0,2010-10-25,0.0,37970.0,363381.0,1.0,3.0,6.0,6
4388,1985.0,2012-09-28,0.0,47171.0,500.0,2.0,4.0,1.0,6
4389,1979.0,2012-08-07,0.0,37665.0,946626.0,1.0,4.0,1.0,1
4390,1983.0,2011-03-22,1.0,37903.0,500.0,2.0,2.0,5.0,9
4391,1978.0,2009-02-24,0.0,43381.0,500.0,1.0,1.0,5.0,3
4392,1974.0,2013-02-03,2.0,37134.0,448433.0,2.0,3.0,5.0,2
4393,1986.0,2014-11-09,1.0,40325.0,500.0,1.0,3.0,2.0,11
4394,1975.0,2006-08-27,1.0,47320.0,500.0,1.0,3.0,3.0,9
4395,1978.0,2002-09-30,0.0,45948.0,1128027.0,2.0,1.0,4.0,5
4396,1981.0,2010-07-11,0.0,46519.0,758196.0,1.0,3.0,2.0,4
4397,1976.0,2009-12-31,0.0,54407.0,500.0,1.0,4.0,1.0,12
4398,1983.0,2009-12-10,0.0,37623.0,500.0,2.0,3.0,5.0,6
4399,1980.0,2008-12-15,0.0,44109.0,1141819.0,2.0,2.0,1.0,6
4400,1981.0,2012-03-23,0.0,41522.0,522096.0,2.0,2.0,2.0,5
4401,1974.0,2009-12-22,3.0,38632.0,1359749.0,1.0,4.0,6.0,5
4402,1975.0,2007-05-22,2.0,46545.0,669400.0,2.0,4.0,5.0,7
4403,1982.0,2010-12-13,0.0,39657.0,500.0,1.0,3.0,5.0,4
4404,1973.0,2013-08-13,0.0,46530.0,500.0,1.0,3.0,3.0,7
4405,1986.0,2010-05-13,0.0,36838.0,291224.0,2.0,3.0,6.0,7
4406,1983.0,2010-02-06,1.0,41090.0,500.0,1.0,2.0,2.0,7
4407,1979.0,2012-01-15,0.0,46980.0,421849.0,1.0,3.0,4.0,5
4408,1982.0,2007-03-03,0.0,45321.0,107684.0,2.0,1.0,4.0,3
4409,1974.0,2007-09-30,3.0,39548.0,500.0,1.0,1.0,6.0,1
4410,1980.0,2010-12-21,2.0,43040.0,500.0,1.0,1.0,6.0,8
4411,1982.0,2008-02-08,0.0,42008.0,500.0,1.0,4.0,2.0,11
4412,1981.0,2009-05-06,0.0,50621.0,861004.0,1.0,2.0,5.0,11
4413,1980.0,2008-12-23,2.0,40229.0,1049077.0,1.0,3.0,3.0,1
4414,1978.0,2007-05-14,0.0,40113.0,199990.0,2.0,4.0,2.0,5
4415,1979.0,2009-04-24,0.0,43875.0,500.0,1.0,3.0,2.0,1
4416,1984.0,2009-06-01,0.0,41880.0,500.0,2.0,2.0,4.0,12
4417,1976.0,2008-04-11,1.0,39329.0,500.0,1.0,3.0,5.0,2
4418,1976.0,2015-07-17,0.0,38807.0,402956.0,2.0,4.0,3.0,9
4419,1975.0,2013-02-21,0.0,41981.0,500.0,1.0,3.0,1.0,6
4420,1973.0,2006-08-14,0.0,43295.0,134393.0,2.0,3.0,1.0,11
4421,1971.0,2012-08-12,0.0,43724.0,474584.0,2.0,2.0,1.0,4
4422,1975.0,2009-01-12,1.0,36154.0,500.0,1.0,2.0,1.0,8
4423,1978.0,2011-06-11,0.0,49242.0,354083.0,2.0,1.0,2.0,8
4424,1982.0,2013-06-08,0.0,48166.0,47581.0,2.0,2.0,2.0,1
4425,1981.0,2011-07-12,0.0,41219.0,107433.0,1.0,2.0,2.0,9
4426,1976.0,2009-01-13,0.0,46126.0,673396.0,2.0,1.0,5.0,5
4427,1976.0,2013-11-16,0.0,41399.0,500.0,2.0,4.0,5.0,4
4428,1985.0,2012-02-20,1.0,36550.0,100339.0,2.0,3.0,1.0,7
4429,1980.0,2007-07-29,0.0,43002.0,374450.0,1.0,2.0,4.0,2
4430,1973.0,2010-01-25,0.0,42144.0,500.0,1.0,4.0,2.0,1
4431,1983.0,2011-11-08,0.0,33884.0,500.0,1.0,4.0,5.0,6
4432,1976.0,2006-10-19,1.0,43080.0,101807.0,2.0,1.0,1.0,4
4433,1980.0,2002-09-10,0.0,49621.0,500.0,1.0,1.0,4.0,5
4434,1980.0,2012-10-02,1.0,44717.0,440227.0,2.0,4.0,3.0,3
4435,1981.0,2008-05-07,0.0,46605.0,500.0,1.0,4.0,6.0,7
4436,1984.0,2013-01-01,0.0,47944.0,543829.0,1.0,1.0,1.0,8
4437,1973.0,2015-09-28,0.0,42564.0,568700.0,1.0,1.0,1.0,1
4438,1983.0,2005-12-29,1.0,39278.0,500.0,2.0,3.0,5.0,5
4439,1973.0,2009-03-30,0.0,35634.0,625916.0,1.0,4.0,6.0,7
4440,1990.0,2013-03-26,0.0,41527.0,465747.0,2.0,3.0,3.0,8
4441,1978.0,2007-10-31,0.0,36975.0,238414.0,1.0,3.0,2.0,4
4442,1979.0,2010-06-12,1.0,33114.0,497508.0,1.0,3.0,5.0,11
4443,1982.0,2009-10-17,0.0,43494.0,500.0,1.0,4.0,1.0,3
4444,1977.0,2008-03-19,0.0,43376.0,75415.0,1.0,1.0,6.0,6
4445,1980.0,2012-01-10,0.0,51318.0,649467.0,1.0,2.0,2.0,4
4446,1975.0,2010-05-22,1.0,41428.0,899721.0,1.0,1.0,5.0,7
4447,1978.0,2007-11-14,0.0,42484.0,909009.0,1.0,3.0,5.0,6
4448,1981.0,2006-12-15,1.0,52008.0,25434.0,2.0,2.0,1.0,1
4449,1975.0,2011-03-30,0.0,44186.0,500.0,1.0,4.0,6.0,8
4450,1979.0,2012-06-06,0.0,39056.0,500.0,1.0,4.0,5.0,12
4451,1984.0,2006-02-17,0.0,40266.0,20320.0,1.0,3.0,1.0,1
4452,1980.0,2009-12-06,0.0,44880.0,530612.0,2.0,2.0,3.0,7
4453,1978.0,2010-03-26,0.0,39818.0,99411.0,1.0,1.0,6.0,4
4454,1973.0,2009-12-22,0.0,39852.0,422000.0,1.0,3.0,1.0,12
4455,1983.0,2012-06-05,0.0,48850.0,525541.0,2.0,3.0,2.0,11
4456,1977.0,2007-10-27,0.0,38691.0,500.0,1.0,3.0,4.0,8
4457,1980.0,2012-09-14,0.0,42625.0,500.0,1.0,3.0,4.0,12
4458,1975.0,2012-11-21,1.0,36719.0,500.0,2.0,2.0,2.0,11
4459,1976.0,2010-02-09,2.0,45305.0,500.0,2.0,3.0,6.0,8
4460,1987.0,2010-11-18,0.0,45425.0,642855.0,1.0,3.0,4.0,12
4461,1974.0,2003-11-08,1.0,39109.0,500.0,1.0,1.0,6.0,11
4462,1973.0,2007-10-28,0.0,46060.0,500.0,1.0,3.0,5.0,7
4463,1982.0,2008-07-13,0.0,42901.0,111815.0,1.0,4.0,2.0,5
4464,1984.0,2010-11-06,0.0,47654.0,500.0,1.0,2.0,6.0,1
4465,1983.0,2008-03-11,0.0,38448.0,1034390.0,1.0,3.0,6.0,5
4466,1976.0,2011-10-25,0.0,43116.0,500.0,1.0,2.0,1.0,7
4467,1978.0,2011-06-30,2.0,43136.0,500.0,1.0,3.0,1.0,1
4468,1970.0,2009-03-21,1.0,43984.0,61325.0,1.0,3.0,1.0,7
4469,1979.0,2007-08-17,0.0,46003.0,500.0,1.0,4.0,1.0,8
4470,1980.0,2011-11-20,0.0,47085.0,415921.0,2.0,3.0,3.0,4
4471,1976.0,2007-01-26,2.0,46300.0,134736.0,1.0,4.0,4.0,5
4472,1974.0,2011-09-24,0.0,41646.0,500.0,2.0,2.0,5.0,4
4473,1978.0,2014-07-23,1.0,46305.0,69518.0,2.0,1.0,2.0,7
4474,1974.0,2013-01-03,0.0,40674.0,500.0,1.0,1.0,6.0,5
