ip_id,prov
3451,นครพนม                                  
3456,กำแพงเพชร                               
3456,อุดรธานี                                
3458,ลำปาง                                   
3460,ระยอง                                   
3460,อ่างทอง                                 
3465,ระนอง                                   
3469,บุรีรัมย์                               
3470,ขอนแก่น                                 
3472,ปัตตานี                                 
3474,ตราด                                    
3474,มุกดาหาร                                
3476,นครราชสีมา                              
3476,ระนอง                                   
3481,มุกดาหาร                                
3482,ขอนแก่น                                 
3482,นราธิวาส                                
3488,นครพนม                                  
3488,ระยอง                                   
3489,เชียงราย                                
3492,ตาก                                     
3492,ระยอง                                   
3493,ระนอง                                   
3493,ราชบุรี                                 
3494,ปราจีนบุรี                              
3496,ปทุมธานี                                
3496,สมุทรสาคร                               
3497,ปทุมธานี                                
3497,พะเยา                                   
3497,ยโสธร                                   
3497,สุราษฎร์ธานี                            
3499,พังงา                                   
3502,ลำพูน                                   
3503,เชียงราย                                
3504,นครนายก                                 
3504,สมุทรปราการ                             
3505,ปัตตานี                                 
3505,เชียงราย                                
3506,อุดรธานี                                
3508,บึงกาฬ                                  
3512,นครนายก                                 
3513,นครปฐม                                  
3514,ตรัง                                    
3516,ชลบุรี                                  
3518,อุตรดิตถ์                               
3524,ลำปาง                                   
3525,พังงา                                   
3525,ภูเก็ต                                  
3525,สุราษฎร์ธานี                            
3528,ตราด                                    
3530,นครพนม                                  
3532,สิงห์บุรี                               
3534,เพชรบูรณ์                               
3542,สิงห์บุรี                               
3544,นครปฐม                                  
3544,บุรีรัมย์                               
3544,หนองบัวลำภู                             
3545,กระบี่                                  
3545,ตาก                                     
3548,ตาก                                     
3548,สุรินทร์                                
3552,กำแพงเพชร                               
3552,บึงกาฬ                                  
3553,อุดรธานี                                
3554,อ่างทอง                                 
3559,กำแพงเพชร                               
3559,มุกดาหาร                                
3561,ขอนแก่น                                 
3562,นนทบุรี                                 
3563,เชียงราย                                
3564,สมุทรปราการ                             
3565,สระแก้ว                                 
3565,อ่างทอง                                 
3566,อุดรธานี                                
3577,บุรีรัมย์                               
3579,ระยอง                                   
3580,อ่างทอง                                 
3582,นครราชสีมา                              
3584,แม่ฮ่องสอน                              
3585,กาฬสินธุ์                               
3585,ปราจีนบุรี                              
3585,ยโสธร                                   
3586,นครปฐม                                  
3592,ปทุมธานี                                
3593,เชียงราย                                
3596,ขอนแก่น                                 
3597,ตราด                                    
3598,อ่างทอง                                 
3599,อุตรดิตถ์                               
3600,ขอนแก่น                                 
3600,พิษณุโลก                                
3601,เชียงราย                                
3602,ยโสธร                                   
3602,สมุทรสาคร                               
3603,กำแพงเพชร                               
3605,กระบี่                                  
3605,ปัตตานี                                 
3605,พังงา                                   
3605,ลำพูน                                   
3606,นครราชสีมา                              
3607,นครพนม                                  
3613,เชียงราย                                
3614,สระแก้ว                                 
3615,ตรัง                                    
3615,อุตรดิตถ์                               
3617,บุรีรัมย์                               
3618,นครปฐม                                  
3618,สุรินทร์                                
3622,มุกดาหาร                                
3622,ลำปาง                                   
3623,พิษณุโลก                                
3627,ลำพูน                                   
3628,สิงห์บุรี                               
3629,สุราษฎร์ธานี                            
3632,กาฬสินธุ์                               
3636,พะเยา                                   
3636,หนองบัวลำภู                             
3642,บึงกาฬ                                  
3645,กระบี่                                  
3645,สิงห์บุรี                               
3646,มุกดาหาร                                
3646,ลำพูน                                   
3647,นครปฐม                                  
3647,ลำปาง                                   
3648,สมุทรปราการ                             
3648,สุรินทร์                                
3649,ปทุมธานี                                
3650,ชลบุรี                                  
3650,ระนอง                                   
3653,สุราษฎร์ธานี                            
3656,เชียงราย                                
3657,สิงห์บุรี                               
3658,สระแก้ว                                 
3660,กระบี่                                  
3661,พังงา                                   
3661,เพชรบูรณ์                               
3663,สระแก้ว                                 
3664,ระนอง                                   
3664,สมุทรปราการ                             
3665,ชลบุรี                                  
3665,นครปฐม                                  
3670,สมุทรปราการ                             
3671,สุราษฎร์ธานี                            
3671,หนองบัวลำภู                             
3672,พะเยา                                   
3673,กระบี่                                  
3673,พะเยา                                   
3673,สุรินทร์                                
3674,ภูเก็ต                                  
3675,สิงห์บุรี                               
3676,พะเยา                                   
3678,ขอนแก่น                                 
3678,ระนอง                                   
3681,นราธิวาส                                
3682,พังงา                                   
3684,ระนอง                                   
3685,มุกดาหาร                                
3685,เชียงราย                                
3686,นครราชสีมา                              
3686,ราชบุรี                                 
3687,สมุทรสาคร                               
3691,สุราษฎร์ธานี                            
3693,ระนอง                                   
3697,กาฬสินธุ์                               
3701,ชลบุรี                                  
3703,เพชรบูรณ์                               
3704,ปัตตานี                                 
3709,เชียงราย                                
3710,ลำปาง                                   
3711,บึงกาฬ                                  
3711,มุกดาหาร                                
3711,สุรินทร์                                
3711,อุตรดิตถ์                               
3712,ปัตตานี                                 
3713,พังงา                                   
3714,เพชรบูรณ์                               
3715,สิงห์บุรี                               
3718,เชียงราย                                
3719,ตรัง                                    
3724,เชียงราย                                
3726,พะเยา                                   
3729,อุตรดิตถ์                               
3731,ลำปาง                                   
3731,สิงห์บุรี                               
3734,บึงกาฬ                                  
3735,บุรีรัมย์                               
3736,นครราชสีมา                              
3736,แม่ฮ่องสอน                              
3739,นนทบุรี                                 
3739,มุกดาหาร                                
3740,สมุทรปราการ                             
3740,เพชรบูรณ์                               
3745,สุราษฎร์ธานี                            
3746,พะเยา                                   
3747,อุดรธานี                                
3750,พะเยา                                   
3751,พะเยา                                   
3755,ชลบุรี                                  
3755,ลำพูน                                   
3756,สิงห์บุรี                               
3756,สุราษฎร์ธานี                            
3756,หนองบัวลำภู                             
3757,อุตรดิตถ์                               
3760,ตราด                                    
3763,อุตรดิตถ์                               
3764,พะเยา                                   
3765,ลำพูน                                   
3766,พิษณุโลก                                
3768,กระบี่                                  
3768,ตรัง                                    
3768,นครราชสีมา                              
3769,ปราจีนบุรี                              
3770,เชียงราย                                
3772,พังงา                                   
3773,กระบี่                                  
3773,ระยอง                                   
3774,นครราชสีมา                              
3775,ระนอง                                   
3775,ราชบุรี                                 
3779,นครราชสีมา                              
3780,เพชรบูรณ์                               
3781,ระนอง                                   
3782,กำแพงเพชร                               
3783,ขอนแก่น                                 
3785,ภูเก็ต                                  
3785,สมุทรสาคร                               
3787,ภูเก็ต                                  
3788,ราชบุรี                                 
3791,ปัตตานี                                 
3792,ระนอง                                   
3793,ตราด                                    
3794,กระบี่                                  
3796,พังงา                                   
3799,ลำพูน                                   
3805,พะเยา                                   
3806,กระบี่                                  
3806,นครราชสีมา                              
3807,พิษณุโลก                                
3807,แม่ฮ่องสอน                              
3808,สมุทรปราการ                             
3809,บึงกาฬ                                  
3811,ราชบุรี                                 
3811,สิงห์บุรี                               
3811,อุดรธานี                                
3811,อุตรดิตถ์                               
3812,นครราชสีมา                              
3814,สมุทรปราการ                             
3817,บึงกาฬ                                  
3818,นครพนม                                  
3820,ระยอง                                   
3823,ชลบุรี                                  
3824,บึงกาฬ                                  
3825,มุกดาหาร                                
3828,กำแพงเพชร                               
3829,สิงห์บุรี                               
3830,ชลบุรี                                  
3830,ตรัง                                    
3830,นครพนม                                  
3830,นนทบุรี                                 
3831,ตาก                                     
3832,ชลบุรี                                  
3833,บุรีรัมย์                               
3833,สระแก้ว                                 
3833,แม่ฮ่องสอน                              
3835,บึงกาฬ                                  
3837,ลำปาง                                   
3837,สิงห์บุรี                               
3842,นครปฐม                                  
3843,เชียงราย                                
3845,ราชบุรี                                 
3845,ลำพูน                                   
3846,เพชรบูรณ์                               
3847,ภูเก็ต                                  
3847,ลำปาง                                   
3849,ขอนแก่น                                 
3849,นครปฐม                                  
3850,พะเยา                                   
3851,ภูเก็ต                                  
3851,มุกดาหาร                                
3851,ระนอง                                   
3852,นครราชสีมา                              
3852,ปทุมธานี                                
3853,นนทบุรี                                 
3853,ปทุมธานี                                
3855,สิงห์บุรี                               
3856,ราชบุรี                                 
3864,นครนายก                                 
3867,นครพนม                                  
3867,เชียงราย                                
3871,นนทบุรี                                 
3872,พะเยา                                   
3873,สุรินทร์                                
3875,นนทบุรี                                 
3880,สมุทรปราการ                             
3882,กระบี่                                  
3882,ปัตตานี                                 
3884,นครนายก                                 
3889,ชลบุรี                                  
3892,ภูเก็ต                                  
3893,หนองบัวลำภู                             
3894,แม่ฮ่องสอน                              
3901,กระบี่                                  
3904,ระยอง                                   
3905,พังงา                                   
3907,นครนายก                                 
3908,สมุทรปราการ                             
3911,นครพนม                                  
3911,อุตรดิตถ์                               
3915,สิงห์บุรี                               
3916,กำแพงเพชร                               
3922,ปราจีนบุรี                              
3922,สุราษฎร์ธานี                            
3922,แม่ฮ่องสอน                              
3924,นครราชสีมา                              
3924,สมุทรปราการ                             
3927,นครนายก                                 
3927,นครปฐม                                  
3927,ระยอง                                   
3928,ตาก                                     
3928,เชียงราย                                
3929,ขอนแก่น                                 
3932,นครราชสีมา                              
3932,พะเยา                                   
3932,พังงา                                   
3932,สมุทรสาคร                               
3935,นนทบุรี                                 
3935,ยโสธร                                   
3935,เชียงราย                                
3936,ยโสธร                                   
3937,กำแพงเพชร                               
3938,นครพนม                                  
3939,สุราษฎร์ธานี                            
3942,นครราชสีมา                              
3942,ปทุมธานี                                
3942,พะเยา                                   
3942,อ่างทอง                                 
3943,ตาก                                     
3943,ปราจีนบุรี                              
3948,นครนายก                                 
3949,เพชรบูรณ์                               
3950,เชียงราย                                
3951,นนทบุรี                                 
3951,อุดรธานี                                
3952,บึงกาฬ                                  
3953,นนทบุรี                                 
3953,ราชบุรี                                 
3956,แม่ฮ่องสอน                              
3958,ปทุมธานี                                
3961,อุดรธานี                                
3962,นราธิวาส                                
3962,ปราจีนบุรี                              
3963,กาฬสินธุ์                               
3964,นครปฐม                                  
3966,เชียงราย                                
3967,มุกดาหาร                                
3970,สมุทรปราการ                             
3971,กระบี่                                  
3976,นครนายก                                 
3976,นครพนม                                  
3977,ชลบุรี                                  
3977,หนองบัวลำภู                             
3978,ภูเก็ต                                  
3978,อุตรดิตถ์                               
3979,พังงา                                   
3980,ระยอง                                   
3981,ตาก                                     
3981,ลำพูน                                   
3984,ราชบุรี                                 
3991,กำแพงเพชร                               
3991,ระนอง                                   
3991,สุรินทร์                                
3992,นครราชสีมา                              
3993,ตาก                                     
3994,ขอนแก่น                                 
3996,ปราจีนบุรี                              
3996,ลำปาง                                   
4000,บึงกาฬ                                  
4007,เชียงราย                                
4008,นราธิวาส                                
4008,ลำปาง                                   
4008,สิงห์บุรี                               
4009,สุรินทร์                                
4013,นครปฐม                                  
4016,ระนอง                                   
4018,ลำปาง                                   
4019,หนองบัวลำภู                             
4020,หนองบัวลำภู                             
4021,แม่ฮ่องสอน                              
4022,สุราษฎร์ธานี                            
4024,สมุทรสาคร                               
4028,นครนายก                                 
4029,นครราชสีมา                              
4032,นครนายก                                 
4033,สระแก้ว                                 
4037,นครปฐม                                  
4042,ปัตตานี                                 
4043,ตาก                                     
4044,ตรัง                                    
4044,บุรีรัมย์                               
4044,ปัตตานี                                 
4045,เพชรบูรณ์                               
4046,ปัตตานี                                 
4047,ตาก                                     
4047,สุรินทร์                                
4048,นราธิวาส                                
4048,เชียงราย                                
4049,พังงา                                   
4051,นนทบุรี                                 
4053,นนทบุรี                                 
4054,สิงห์บุรี                               
4054,เชียงราย                                
4059,ลำปาง                                   
4063,ขอนแก่น                                 
4065,ตรัง                                    
4065,อ่างทอง                                 
4066,ปทุมธานี                                
4067,ตาก                                     
4067,หนองบัวลำภู                             
4068,ระนอง                                   
4069,นครราชสีมา                              
4069,ปราจีนบุรี                              
4070,สมุทรสาคร                               
4071,สมุทรสาคร                               
4073,สิงห์บุรี                               
4074,ระยอง                                   
4076,ปทุมธานี                                
4077,สมุทรปราการ                             
4079,เพชรบูรณ์                               
4080,เชียงราย                                
4084,อ่างทอง                                 
4085,ระนอง                                   
4086,ชลบุรี                                  
4086,ตาก                                     
4086,เพชรบูรณ์                               
4090,มุกดาหาร                                
4095,นครนายก                                 
4095,ราชบุรี                                 
4096,สุราษฎร์ธานี                            
4096,หนองบัวลำภู                             
4097,ตราด                                    
4098,ตราด                                    
4098,ระยอง                                   
4099,นราธิวาส                                
4099,ระนอง                                   
4100,นครปฐม                                  
4100,ภูเก็ต                                  
4104,ราชบุรี                                 
4106,บุรีรัมย์                               
4107,สมุทรสาคร                               
4109,พังงา                                   
4114,สุรินทร์                                
4115,พังงา                                   
4117,พังงา                                   
4118,ยโสธร                                   
4120,ปทุมธานี                                
4123,ปทุมธานี                                
4124,พะเยา                                   
4124,สมุทรสาคร                               
4125,ยโสธร                                   
4126,นครนายก                                 
4127,สระแก้ว                                 
4128,กาฬสินธุ์                               
4128,ตาก                                     
4132,ตรัง                                    
4135,นครราชสีมา                              
4137,ตรัง                                    
4137,ปราจีนบุรี                              
4144,อุตรดิตถ์                               
4147,ปัตตานี                                 
4149,ปทุมธานี                                
4150,นครนายก                                 
4151,ยโสธร                                   
4151,สมุทรสาคร                               
4152,หนองบัวลำภู                             
4155,นครราชสีมา                              
4157,พังงา                                   
4158,เชียงราย                                
4160,บุรีรัมย์                               
4163,สระแก้ว                                 
4166,บึงกาฬ                                  
4166,สระแก้ว                                 
4167,นครปฐม                                  
4167,สุรินทร์                                
4172,สมุทรสาคร                               
4173,กำแพงเพชร                               
4174,ยโสธร                                   
4179,นนทบุรี                                 
4179,บุรีรัมย์                               
4180,พะเยา                                   
4180,ยโสธร                                   
4180,เชียงราย                                
4181,ขอนแก่น                                 
4181,ระยอง                                   
4182,ราชบุรี                                 
4182,อุตรดิตถ์                               
4184,ตรัง                                    
4185,ชลบุรี                                  
4187,ตราด                                    
4188,สระแก้ว                                 
4189,ลำปาง                                   
4189,อ่างทอง                                 
4190,ยโสธร                                   
4194,นครปฐม                                  
4195,เชียงราย                                
4198,เชียงราย                                
4199,ระยอง                                   
4199,สุรินทร์                                
4201,ระนอง                                   
4204,ตรัง                                    
4208,ชลบุรี                                  
4210,บุรีรัมย์                               
4210,ปทุมธานี                                
4213,ปทุมธานี                                
4213,พังงา                                   
4214,นครนายก                                 
4214,บุรีรัมย์                               
4216,ชลบุรี                                  
4216,อุดรธานี                                
4217,กระบี่                                  
4219,นครนายก                                 
4219,นราธิวาส                                
4219,ลำปาง                                   
4220,ปทุมธานี                                
4220,อุตรดิตถ์                               
4221,สมุทรปราการ                             
4221,เชียงราย                                
4222,กำแพงเพชร                               
4222,เพชรบูรณ์                               
4223,ปทุมธานี                                
4224,นครนายก                                 
4225,ภูเก็ต                                  
4225,สิงห์บุรี                               
4228,สมุทรสาคร                               
4230,ตาก                                     
4230,อุดรธานี                                
4232,ปทุมธานี                                
4234,ตราด                                    
4235,หนองบัวลำภู                             
4238,นครปฐม                                  
4238,นนทบุรี                                 
4238,ระยอง                                   
4240,พังงา                                   
4242,ตรัง                                    
4242,เชียงราย                                
4247,กาฬสินธุ์                               
4247,ปทุมธานี                                
4251,ภูเก็ต                                  
4251,อุดรธานี                                
4252,ชลบุรี                                  
4252,สิงห์บุรี                               
4254,สมุทรปราการ                             
4256,นครราชสีมา                              
4257,ระนอง                                   
4257,สมุทรสาคร                               
4260,พะเยา                                   
4261,กาฬสินธุ์                               
4261,อ่างทอง                                 
4262,ลำปาง                                   
4263,อุดรธานี                                
4266,สิงห์บุรี                               
4267,กำแพงเพชร                               
4269,สมุทรสาคร                               
4271,ขอนแก่น                                 
4271,นนทบุรี                                 
4271,สุราษฎร์ธานี                            
4272,นนทบุรี                                 
4274,นราธิวาส                                
4274,ระยอง                                   
4274,สมุทรสาคร                               
4277,สุรินทร์                                
4278,เชียงราย                                
4279,นนทบุรี                                 
4281,นครปฐม                                  
4284,ภูเก็ต                                  
4285,กาฬสินธุ์                               
4285,ชลบุรี                                  
4285,ลำปาง                                   
4286,นราธิวาส                                
4288,ขอนแก่น                                 
4289,สุรินทร์                                
4291,กำแพงเพชร                               
4297,สระแก้ว                                 
4299,ปทุมธานี                                
4299,สุรินทร์                                
4300,บึงกาฬ                                  
4304,ภูเก็ต                                  
4305,ตรัง                                    
4306,กาฬสินธุ์                               
4306,สิงห์บุรี                               
4308,สิงห์บุรี                               
4309,นราธิวาส                                
4312,ราชบุรี                                 
4315,สระแก้ว                                 
4319,ราชบุรี                                 
4323,ยโสธร                                   
4325,สมุทรสาคร                               
4326,ระนอง                                   
4327,ตาก                                     
4329,แม่ฮ่องสอน                              
4330,ระยอง                                   
4331,ลำพูน                                   
4335,สมุทรสาคร                               
4336,เชียงราย                                
4337,นครปฐม                                  
4339,ราชบุรี                                 
4341,บึงกาฬ                                  
4344,ชลบุรี                                  
4344,สิงห์บุรี                               
4345,กำแพงเพชร                               
4345,นครนายก                                 
4347,ตาก                                     
4348,ปัตตานี                                 
4348,มุกดาหาร                                
4348,ราชบุรี                                 
4349,นครพนม                                  
4349,บึงกาฬ                                  
4349,ราชบุรี                                 
4350,สุราษฎร์ธานี                            
4351,ขอนแก่น                                 
4353,ปทุมธานี                                
4354,ลำพูน                                   
4355,กำแพงเพชร                               
4355,นนทบุรี                                 
4359,ยโสธร                                   
4360,นนทบุรี                                 
4362,นนทบุรี                                 
4363,ระยอง                                   
4364,ปทุมธานี                                
4366,มุกดาหาร                                
4373,ยโสธร                                   
4373,สิงห์บุรี                               
4375,นนทบุรี                                 
4378,ชลบุรี                                  
4379,บึงกาฬ                                  
4380,นนทบุรี                                 
4384,ตรัง                                    
4387,หนองบัวลำภู                             
4389,กำแพงเพชร                               
4389,อ่างทอง                                 
4391,ปัตตานี                                 
4395,ตาก                                     
4395,สุรินทร์                                
4396,กระบี่                                  
4396,สมุทรปราการ                             
4397,สมุทรสาคร                               
4399,อ่างทอง                                 
4401,พิษณุโลก                                
4403,สระแก้ว                                 
4403,หนองบัวลำภู                             
4405,กระบี่                                  
4405,ลำพูน                                   
4406,มุกดาหาร                                
4407,กำแพงเพชร                               
4407,นครราชสีมา                              
4407,บุรีรัมย์                               
4409,ขอนแก่น                                 
4410,เชียงราย                                
4411,สุรินทร์                                
4411,อุตรดิตถ์                               
4413,ระนอง                                   
4415,ปัตตานี                                 
4416,ตาก                                     
4417,ตาก                                     
4417,สิงห์บุรี                               
4426,ปัตตานี                                 
4427,นราธิวาส                                
4427,บุรีรัมย์                               
4430,กาฬสินธุ์                               
4431,ปทุมธานี                                
4432,แม่ฮ่องสอน                              
4436,ปราจีนบุรี                              
4438,นราธิวาส                                
4438,หนองบัวลำภู                             
4439,ปราจีนบุรี                              
4443,ชลบุรี                                  
4443,ลำปาง                                   
4443,สุราษฎร์ธานี                            
4445,นราธิวาส                                
4447,ขอนแก่น                                 
4447,สระแก้ว                                 
4448,ตราด                                    
4449,ขอนแก่น                                 
4449,นครพนม                                  
4449,เชียงราย                                
4453,มุกดาหาร                                
4454,บุรีรัมย์                               
4458,ขอนแก่น                                 
4458,ภูเก็ต                                  
4458,ราชบุรี                                 
4465,นนทบุรี                                 
4470,นครนายก                                 
4471,กระบี่                                  
4471,ยโสธร                                   
4471,อ่างทอง                                 
4473,ตรัง                                    
4475,นครพนม                                  
4475,พะเยา                                   
4476,บุรีรัมย์                               
4476,ระยอง                                   
4476,ลำปาง                                   
4477,กระบี่                                  
4479,กำแพงเพชร                               
4479,บึงกาฬ                                  
4481,ขอนแก่น                                 
4481,สมุทรสาคร                               
4482,พิษณุโลก                                
4483,ชลบุรี                                  
4483,อุดรธานี                                
4485,นครปฐม                                  
4487,เชียงราย                                
4489,ระนอง                                   
4489,อ่างทอง                                 
4490,สุราษฎร์ธานี                            
4494,อุตรดิตถ์                               
4496,ขอนแก่น                                 
4499,บึงกาฬ                                  
4499,มุกดาหาร                                
4500,บุรีรัมย์                               
4502,กระบี่                                  
4502,สมุทรสาคร                               
4504,ปัตตานี                                 
4505,มุกดาหาร                                
4505,สระแก้ว                                 
4507,ปราจีนบุรี                              
4508,ตาก                                     
4510,หนองบัวลำภู                             
4512,บึงกาฬ                                  
4512,ลำพูน                                   
4514,บุรีรัมย์                               
4515,ปราจีนบุรี                              
4515,สุรินทร์                                
4519,ตราด                                    
