ip_id,label,n_huge_CR,n_huge_DR,diff_huge_train_CR_DR,n_ATM,n_Branch,n_CDM,n_CorporateConnect,n_EDC,n_KPlus,most_frequent_channel,n_CR_ATM,n_CR_Branch,n_CR_CDM,n_CR_CorporateConnect,n_CR_EDC,n_CR_KPlus,most_frequent_CR_channel,n_DR_ATM,n_DR_Branch,n_DR_CorporateConnect,n_DR_EDC,n_DR_KPlus,most_frequent_DR_channel,n_CR,n_DR,diff_n_CR_DR,most_frequent_tp,sum_amt_CR,sum_amt_DR,diff_sum_amt_CR_DR,sum_amt_CR_per_month,sum_amt_DR_per_month,max_sum_amt_tp,avg_amt_CR,avg_amt_DR,diff_avg_amt_CR_DR,max_avg_amt_tp
3629,0.0,0,0,0,7.0,7.0,3.0,7.0,3.0,7.0,n_ATM,4.0,5.0,3.0,4.0,0.0,6.0,n_CR_KPlus,3.0,2.0,3.0,3.0,1.0,n_DR_ATM,22,12,10,n_CR,100077.0,61010.0,39067.0,7148.357142857143,4357.857142857143,sum_amt_CR,4548.954545454545,5084.166666666667,-535.2121212121219,avg_amt_DR
3630,0.0,0,0,0,7.0,6.0,1.0,8.0,3.0,8.0,n_CorporateConnect,4.0,3.0,1.0,7.0,0.0,6.0,n_CR_CorporateConnect,3.0,3.0,1.0,3.0,2.0,n_DR_ATM,21,12,9,n_CR,120876.0,52444.0,68432.0,8634.0,3746.0,sum_amt_CR,5756.0,4370.333333333333,1385.666666666667,avg_amt_CR
3631,0.0,0,0,0,4.0,2.0,4.0,7.0,4.0,2.0,n_CorporateConnect,2.0,0.0,4.0,3.0,0.0,1.0,n_CR_CDM,2.0,2.0,4.0,4.0,1.0,n_DR_CorporateConnect,10,13,-3,n_DR,44723.0,73385.0,-28662.0,3194.5,5241.785714285715,sum_amt_DR,4472.3,5645.0,-1172.6999999999998,avg_amt_DR
3632,0.0,0,0,0,13.0,9.0,5.0,4.0,2.0,4.0,n_ATM,7.0,8.0,5.0,2.0,0.0,4.0,n_CR_Branch,6.0,1.0,2.0,2.0,0.0,n_DR_ATM,26,11,15,n_CR,158157.0,56593.0,101564.0,11296.92857142857,4042.3571428571427,sum_amt_CR,6082.961538461538,5144.818181818182,938.1433566433561,avg_amt_CR
3633,0.0,0,0,0,8.0,8.0,4.0,8.0,2.0,5.0,n_ATM,3.0,2.0,4.0,7.0,0.0,0.0,n_CR_CorporateConnect,5.0,6.0,1.0,2.0,5.0,n_DR_Branch,16,19,-3,n_DR,78496.0,95790.0,-17294.0,5606.857142857143,6842.142857142857,sum_amt_DR,4906.0,5041.578947368421,-135.5789473684208,avg_amt_DR
3634,0.0,0,0,0,8.0,7.0,4.0,10.0,5.0,10.0,n_CorporateConnect,3.0,3.0,4.0,4.0,0.0,6.0,n_CR_KPlus,5.0,4.0,6.0,5.0,4.0,n_DR_CorporateConnect,20,24,-4,n_DR,109211.0,88616.0,20595.0,7800.785714285715,6329.714285714285,sum_amt_CR,5460.55,3692.3333333333335,1768.2166666666667,avg_amt_CR
3635,0.0,0,0,0,6.0,6.0,3.0,8.0,2.0,7.0,n_CorporateConnect,3.0,1.0,3.0,4.0,0.0,2.0,n_CR_CorporateConnect,3.0,5.0,4.0,2.0,5.0,n_DR_Branch,13,19,-6,n_DR,53769.0,110712.0,-56943.0,3840.6428571428573,7908.0,sum_amt_DR,4136.076923076923,5826.9473684210525,-1690.8704453441296,avg_amt_DR
3636,0.0,0,0,0,12.0,14.0,5.0,9.0,4.0,3.0,n_Branch,7.0,8.0,5.0,4.0,0.0,1.0,n_CR_Branch,5.0,6.0,5.0,4.0,2.0,n_DR_Branch,25,22,3,n_CR,140693.0,118035.0,22658.0,10049.5,8431.07142857143,sum_amt_CR,5627.72,5365.227272727273,262.4927272727273,avg_amt_CR
3637,0.0,0,0,0,6.0,5.0,8.0,8.0,3.0,10.0,n_KPlus,4.0,4.0,8.0,5.0,0.0,5.0,n_CR_CDM,2.0,1.0,3.0,3.0,5.0,n_DR_KPlus,26,14,12,n_CR,142833.0,62124.0,80709.0,10202.357142857143,4437.428571428572,sum_amt_CR,5493.576923076923,4437.428571428572,1056.1483516483513,avg_amt_CR
3638,0.0,0,0,0,5.0,7.0,6.0,11.0,3.0,9.0,n_CorporateConnect,2.0,4.0,6.0,4.0,0.0,3.0,n_CR_CDM,3.0,3.0,7.0,3.0,6.0,n_DR_CorporateConnect,19,22,-3,n_DR,92310.0,89778.0,2532.0,6593.571428571428,6412.714285714285,sum_amt_CR,4858.421052631579,4080.818181818182,777.6028708133972,avg_amt_CR
3639,0.0,0,0,0,3.0,13.0,6.0,4.0,4.0,9.0,n_Branch,2.0,10.0,6.0,1.0,0.0,3.0,n_CR_Branch,1.0,3.0,3.0,4.0,6.0,n_DR_KPlus,22,17,5,n_CR,110879.0,85078.0,25801.0,7919.928571428572,6077.0,sum_amt_CR,5039.954545454545,5004.588235294118,35.36631016042702,avg_amt_CR
3640,0.0,0,0,0,2.0,8.0,4.0,7.0,7.0,10.0,n_KPlus,2.0,3.0,4.0,3.0,0.0,8.0,n_CR_KPlus,0.0,5.0,4.0,7.0,2.0,n_DR_EDC,20,18,2,n_CR,94464.0,94088.0,376.0,6747.428571428572,6720.571428571428,sum_amt_CR,4723.2,5227.111111111111,-503.9111111111115,avg_amt_DR
3641,0.0,0,0,0,7.0,7.0,12.0,3.0,2.0,7.0,n_CDM,6.0,5.0,12.0,2.0,0.0,3.0,n_CR_CDM,1.0,2.0,1.0,2.0,4.0,n_DR_KPlus,28,10,18,n_CR,144868.0,43238.0,101630.0,10347.714285714286,3088.4285714285716,sum_amt_CR,5173.857142857143,4323.8,850.0571428571429,avg_amt_CR
3642,0.0,0,0,0,4.0,6.0,1.0,8.0,2.0,4.0,n_CorporateConnect,3.0,3.0,1.0,3.0,0.0,0.0,n_CR_ATM,1.0,3.0,5.0,2.0,4.0,n_DR_CorporateConnect,10,15,-5,n_DR,49340.0,76812.0,-27472.0,3524.285714285714,5486.571428571428,sum_amt_DR,4934.0,5120.8,-186.80000000000018,avg_amt_DR
3643,0.0,0,0,0,8.0,9.0,3.0,6.0,3.0,9.0,n_Branch,5.0,5.0,3.0,4.0,0.0,4.0,n_CR_ATM,3.0,4.0,2.0,3.0,5.0,n_DR_KPlus,21,17,4,n_CR,76860.0,97560.0,-20700.0,5490.0,6968.571428571428,sum_amt_DR,3660.0,5738.823529411765,-2078.823529411765,avg_amt_DR
3644,0.0,0,0,0,3.0,7.0,4.0,10.0,7.0,7.0,n_CorporateConnect,2.0,5.0,4.0,4.0,0.0,5.0,n_CR_Branch,1.0,2.0,6.0,7.0,2.0,n_DR_EDC,20,18,2,n_CR,101458.0,86435.0,15023.0,7247.0,6173.928571428572,sum_amt_CR,5072.9,4801.944444444444,270.9555555555553,avg_amt_CR
3645,0.0,0,0,0,6.0,5.0,4.0,7.0,3.0,5.0,n_CorporateConnect,4.0,3.0,4.0,5.0,0.0,1.0,n_CR_CorporateConnect,2.0,2.0,2.0,3.0,4.0,n_DR_KPlus,17,13,4,n_CR,81572.0,73940.0,7632.0,5826.571428571428,5281.428571428572,sum_amt_CR,4798.35294117647,5687.692307692308,-889.3393665158374,avg_amt_DR
3646,0.0,0,0,0,9.0,4.0,6.0,9.0,4.0,9.0,n_ATM,4.0,1.0,6.0,4.0,0.0,5.0,n_CR_CDM,5.0,3.0,5.0,4.0,4.0,n_DR_ATM,20,21,-1,n_DR,95418.0,91730.0,3688.0,6815.571428571428,6552.142857142857,sum_amt_CR,4770.9,4368.0952380952385,402.8047619047611,avg_amt_CR
3647,0.0,0,0,0,0.0,9.0,3.0,7.0,3.0,5.0,n_Branch,0.0,5.0,3.0,4.0,0.0,4.0,n_CR_Branch,0.0,4.0,3.0,3.0,1.0,n_DR_Branch,16,11,5,n_CR,71655.0,59451.0,12204.0,5118.214285714285,4246.5,sum_amt_CR,4478.4375,5404.636363636364,-926.198863636364,avg_amt_DR
3648,0.0,0,0,0,12.0,11.0,7.0,2.0,3.0,6.0,n_ATM,9.0,3.0,7.0,0.0,0.0,4.0,n_CR_ATM,3.0,8.0,2.0,3.0,2.0,n_DR_Branch,23,18,5,n_CR,105579.0,84015.0,21564.0,7541.357142857143,6001.071428571428,sum_amt_CR,4590.391304347826,4667.5,-77.10869565217399,avg_amt_DR
3649,0.0,0,0,0,11.0,6.0,2.0,11.0,7.0,9.0,n_ATM,6.0,2.0,2.0,6.0,0.0,4.0,n_CR_ATM,5.0,4.0,5.0,7.0,5.0,n_DR_EDC,20,26,-6,n_DR,114427.0,135092.0,-20665.0,8173.357142857143,9649.42857142857,sum_amt_DR,5721.35,5195.846153846154,525.5038461538461,avg_amt_CR
3650,0.0,0,0,0,15.0,7.0,9.0,7.0,4.0,11.0,n_ATM,8.0,6.0,9.0,5.0,0.0,5.0,n_CR_CDM,7.0,1.0,2.0,4.0,6.0,n_DR_ATM,33,20,13,n_CR,192854.0,100283.0,92571.0,13775.285714285714,7163.071428571428,sum_amt_CR,5844.060606060606,5014.15,829.9106060606064,avg_amt_CR
3651,0.0,0,0,0,6.0,8.0,1.0,4.0,2.0,11.0,n_KPlus,3.0,3.0,1.0,2.0,0.0,5.0,n_CR_KPlus,3.0,5.0,2.0,2.0,6.0,n_DR_KPlus,14,18,-4,n_DR,59956.0,73232.0,-13276.0,4282.571428571428,5230.857142857143,sum_amt_DR,4282.571428571428,4068.4444444444443,214.1269841269841,avg_amt_CR
3652,0.0,0,0,0,9.0,9.0,1.0,4.0,6.0,6.0,n_ATM,3.0,4.0,1.0,1.0,0.0,3.0,n_CR_Branch,6.0,5.0,3.0,6.0,3.0,n_DR_ATM,12,23,-11,n_DR,47094.0,106742.0,-59648.0,3363.8571428571427,7624.428571428572,sum_amt_DR,3924.5,4640.95652173913,-716.45652173913,avg_amt_DR
3653,0.0,0,0,0,6.0,7.0,5.0,7.0,4.0,14.0,n_KPlus,4.0,3.0,5.0,3.0,1.0,7.0,n_CR_KPlus,2.0,4.0,4.0,3.0,7.0,n_DR_KPlus,23,20,3,n_CR,125265.0,103737.0,21528.0,8947.5,7409.785714285715,sum_amt_CR,5446.304347826087,5186.85,259.45434782608663,avg_amt_CR
3654,0.0,0,0,0,15.0,7.0,4.0,9.0,5.0,12.0,n_ATM,8.0,3.0,4.0,4.0,0.0,2.0,n_CR_ATM,7.0,4.0,5.0,5.0,10.0,n_DR_KPlus,21,31,-10,n_DR,137805.0,193706.0,-55901.0,9843.214285714286,13836.142857142857,sum_amt_DR,6562.142857142857,6248.580645161291,313.5622119815662,avg_amt_CR
3655,0.0,0,0,0,7.0,10.0,1.0,6.0,5.0,9.0,n_Branch,4.0,5.0,1.0,3.0,0.0,6.0,n_CR_KPlus,3.0,5.0,3.0,5.0,3.0,n_DR_Branch,19,19,0,n_CR,87861.0,115118.0,-27257.0,6275.785714285715,8222.714285714286,sum_amt_DR,4624.263157894737,6058.8421052631575,-1434.5789473684208,avg_amt_DR
3656,0.0,0,0,0,3.0,7.0,2.0,7.0,3.0,4.0,n_Branch,2.0,5.0,2.0,3.0,0.0,2.0,n_CR_Branch,1.0,2.0,4.0,3.0,2.0,n_DR_CorporateConnect,14,12,2,n_CR,62439.0,91082.0,-28643.0,4459.928571428572,6505.857142857143,sum_amt_DR,4459.928571428572,7590.166666666667,-3130.2380952380954,avg_amt_DR
3657,0.0,0,0,0,10.0,6.0,2.0,15.0,5.0,6.0,n_CorporateConnect,6.0,3.0,2.0,9.0,0.0,2.0,n_CR_CorporateConnect,4.0,3.0,6.0,5.0,4.0,n_DR_CorporateConnect,22,22,0,n_CR,117149.0,135628.0,-18479.0,8367.785714285714,9687.714285714286,sum_amt_DR,5324.954545454545,6164.909090909091,-839.954545454546,avg_amt_DR
3658,0.0,0,0,0,6.0,11.0,6.0,6.0,2.0,9.0,n_Branch,3.0,6.0,6.0,3.0,0.0,5.0,n_CR_Branch,3.0,5.0,3.0,2.0,4.0,n_DR_Branch,23,17,6,n_CR,118037.0,103258.0,14779.0,8431.214285714286,7375.571428571428,sum_amt_CR,5132.04347826087,6074.0,-941.95652173913,avg_amt_DR
3659,0.0,0,0,0,6.0,11.0,5.0,4.0,1.0,11.0,n_Branch,2.0,5.0,5.0,2.0,0.0,5.0,n_CR_Branch,4.0,6.0,2.0,1.0,6.0,n_DR_Branch,19,19,0,n_CR,76368.0,107764.0,-31396.0,5454.857142857143,7697.428571428572,sum_amt_DR,4019.3684210526317,5671.789473684211,-1652.4210526315792,avg_amt_DR
3660,0.0,0,0,0,7.0,9.0,2.0,2.0,2.0,10.0,n_KPlus,5.0,7.0,2.0,2.0,0.0,3.0,n_CR_Branch,2.0,2.0,0.0,2.0,7.0,n_DR_KPlus,19,13,6,n_CR,89371.0,58588.0,30783.0,6383.642857142857,4184.857142857143,sum_amt_CR,4703.736842105263,4506.7692307692305,196.96761133603286,avg_amt_CR
3661,0.0,0,0,0,2.0,6.0,4.0,5.0,6.0,8.0,n_KPlus,0.0,3.0,4.0,3.0,0.0,3.0,n_CR_CDM,2.0,3.0,2.0,6.0,5.0,n_DR_EDC,13,18,-5,n_DR,81486.0,88133.0,-6647.0,5820.428571428572,6295.214285714285,sum_amt_DR,6268.153846153846,4896.277777777777,1371.8760683760684,avg_amt_CR
3662,0.0,0,0,0,8.0,4.0,2.0,5.0,3.0,6.0,n_ATM,3.0,2.0,2.0,1.0,0.0,2.0,n_CR_ATM,5.0,2.0,4.0,3.0,4.0,n_DR_ATM,10,18,-8,n_DR,47061.0,89353.0,-42292.0,3361.5,6382.357142857143,sum_amt_DR,4706.1,4964.055555555556,-257.9555555555553,avg_amt_DR
3663,0.0,0,0,0,12.0,6.0,1.0,7.0,0.0,12.0,n_ATM,6.0,4.0,1.0,5.0,0.0,4.0,n_CR_ATM,6.0,2.0,2.0,0.0,8.0,n_DR_KPlus,20,18,2,n_CR,97280.0,114626.0,-17346.0,6948.571428571428,8187.571428571428,sum_amt_DR,4864.0,6368.111111111111,-1504.1111111111113,avg_amt_DR
3664,0.0,0,0,0,10.0,7.0,3.0,6.0,3.0,8.0,n_ATM,6.0,4.0,3.0,3.0,0.0,4.0,n_CR_ATM,4.0,3.0,3.0,3.0,4.0,n_DR_ATM,20,17,3,n_CR,84697.0,78685.0,6012.0,6049.785714285715,5620.357142857143,sum_amt_CR,4234.85,4628.529411764706,-393.67941176470595,avg_amt_DR
3665,0.0,0,0,0,9.0,2.0,4.0,10.0,3.0,6.0,n_CorporateConnect,3.0,1.0,4.0,4.0,0.0,5.0,n_CR_KPlus,6.0,1.0,6.0,3.0,1.0,n_DR_ATM,17,17,0,n_CR,100729.0,118515.0,-17786.0,7194.928571428572,8465.357142857143,sum_amt_DR,5925.235294117647,6971.470588235294,-1046.2352941176468,avg_amt_DR
3666,0.0,0,0,0,4.0,11.0,5.0,9.0,4.0,3.0,n_Branch,1.0,4.0,5.0,3.0,0.0,2.0,n_CR_CDM,3.0,7.0,6.0,4.0,1.0,n_DR_Branch,15,21,-6,n_DR,73278.0,146460.0,-73182.0,5234.142857142857,10461.42857142857,sum_amt_DR,4885.2,6974.285714285715,-2089.085714285715,avg_amt_DR
3667,0.0,0,0,0,9.0,12.0,4.0,8.0,0.0,6.0,n_Branch,2.0,3.0,4.0,4.0,0.0,1.0,n_CR_CDM,7.0,9.0,4.0,0.0,5.0,n_DR_Branch,14,25,-11,n_DR,59804.0,151453.0,-91649.0,4271.714285714285,10818.07142857143,sum_amt_DR,4271.714285714285,6058.12,-1786.4057142857146,avg_amt_DR
3668,0.0,0,0,0,6.0,10.0,3.0,12.0,3.0,10.0,n_CorporateConnect,3.0,5.0,3.0,5.0,0.0,4.0,n_CR_Branch,3.0,5.0,7.0,3.0,6.0,n_DR_CorporateConnect,20,24,-4,n_DR,106896.0,138153.0,-31257.0,7635.428571428572,9868.07142857143,sum_amt_DR,5344.8,5756.375,-411.5749999999998,avg_amt_DR
3669,0.0,0,0,0,4.0,3.0,4.0,8.0,5.0,7.0,n_CorporateConnect,2.0,2.0,4.0,6.0,0.0,3.0,n_CR_CorporateConnect,2.0,1.0,2.0,5.0,4.0,n_DR_EDC,17,14,3,n_CR,79305.0,81345.0,-2040.0,5664.642857142857,5810.357142857143,sum_amt_DR,4665.0,5810.357142857143,-1145.3571428571431,avg_amt_DR
3670,0.0,0,0,0,6.0,3.0,5.0,7.0,10.0,6.0,n_EDC,2.0,3.0,5.0,4.0,1.0,4.0,n_CR_CDM,4.0,0.0,3.0,9.0,2.0,n_DR_EDC,19,18,1,n_CR,86920.0,127217.0,-40297.0,6208.571428571428,9086.92857142857,sum_amt_DR,4574.736842105263,7067.611111111111,-2492.874269005848,avg_amt_DR
3671,0.0,0,0,0,5.0,12.0,2.0,5.0,1.0,3.0,n_Branch,5.0,9.0,2.0,1.0,0.0,1.0,n_CR_Branch,0.0,3.0,4.0,1.0,2.0,n_DR_CorporateConnect,18,10,8,n_CR,109335.0,46048.0,63287.0,7809.642857142857,3289.1428571428573,sum_amt_CR,6074.166666666667,4604.8,1469.3666666666668,avg_amt_CR
3672,0.0,0,0,0,14.0,13.0,7.0,11.0,7.0,5.0,n_ATM,5.0,6.0,7.0,6.0,0.0,2.0,n_CR_CDM,9.0,7.0,5.0,7.0,3.0,n_DR_ATM,26,31,-5,n_DR,126034.0,130183.0,-4149.0,9002.42857142857,9298.785714285714,sum_amt_DR,4847.461538461538,4199.451612903225,648.0099255583127,avg_amt_CR
3673,0.0,0,0,0,7.0,10.0,5.0,8.0,3.0,5.0,n_Branch,2.0,5.0,5.0,6.0,0.0,2.0,n_CR_CorporateConnect,5.0,5.0,2.0,3.0,3.0,n_DR_ATM,20,18,2,n_CR,111175.0,67348.0,43827.0,7941.071428571428,4810.571428571428,sum_amt_CR,5558.75,3741.5555555555557,1817.1944444444443,avg_amt_CR
3674,0.0,0,0,0,5.0,6.0,3.0,5.0,5.0,10.0,n_KPlus,4.0,2.0,3.0,1.0,0.0,4.0,n_CR_ATM,1.0,4.0,4.0,5.0,6.0,n_DR_KPlus,14,20,-6,n_DR,70334.0,111999.0,-41665.0,5023.857142857143,7999.928571428572,sum_amt_DR,5023.857142857143,5599.95,-576.0928571428567,avg_amt_DR
3675,0.0,0,0,0,10.0,9.0,10.0,10.0,4.0,10.0,n_ATM,5.0,5.0,10.0,6.0,1.0,7.0,n_CR_CDM,5.0,4.0,4.0,3.0,3.0,n_DR_ATM,34,19,15,n_CR,189406.0,90532.0,98874.0,13529.0,6466.571428571428,sum_amt_CR,5570.764705882353,4764.8421052631575,805.9226006191957,avg_amt_CR
3676,0.0,0,0,0,9.0,8.0,4.0,9.0,3.0,15.0,n_KPlus,3.0,4.0,4.0,6.0,0.0,12.0,n_CR_KPlus,6.0,4.0,3.0,3.0,3.0,n_DR_ATM,29,19,10,n_CR,173111.0,132745.0,40366.0,12365.07142857143,9481.785714285714,sum_amt_CR,5969.3448275862065,6986.578947368421,-1017.2341197822143,avg_amt_DR
3677,0.0,0,0,0,5.0,16.0,4.0,6.0,2.0,5.0,n_Branch,3.0,4.0,4.0,4.0,0.0,2.0,n_CR_Branch,2.0,12.0,2.0,2.0,3.0,n_DR_Branch,17,21,-4,n_DR,84580.0,102490.0,-17910.0,6041.428571428572,7320.714285714285,sum_amt_DR,4975.294117647059,4880.476190476191,94.81792717086773,avg_amt_CR
3678,0.0,0,0,0,12.0,5.0,1.0,4.0,5.0,6.0,n_ATM,5.0,3.0,1.0,3.0,0.0,3.0,n_CR_ATM,7.0,2.0,1.0,5.0,3.0,n_DR_ATM,15,18,-3,n_DR,80011.0,123250.0,-43239.0,5715.071428571428,8803.57142857143,sum_amt_DR,5334.066666666667,6847.222222222223,-1513.155555555556,avg_amt_DR
3679,0.0,0,0,0,8.0,7.0,4.0,9.0,4.0,5.0,n_CorporateConnect,3.0,5.0,4.0,2.0,0.0,1.0,n_CR_Branch,5.0,2.0,7.0,4.0,4.0,n_DR_CorporateConnect,15,22,-7,n_DR,77349.0,87375.0,-10026.0,5524.928571428572,6241.071428571428,sum_amt_DR,5156.6,3971.590909090909,1185.0090909090914,avg_amt_CR
3680,0.0,0,0,0,4.0,7.0,3.0,4.0,7.0,9.0,n_KPlus,2.0,3.0,3.0,3.0,0.0,6.0,n_CR_KPlus,2.0,4.0,1.0,7.0,3.0,n_DR_EDC,17,17,0,n_CR,70160.0,79250.0,-9090.0,5011.428571428572,5660.714285714285,sum_amt_DR,4127.058823529412,4661.764705882353,-534.7058823529414,avg_amt_DR
3681,0.0,0,0,0,9.0,6.0,4.0,10.0,2.0,8.0,n_CorporateConnect,6.0,2.0,4.0,5.0,0.0,4.0,n_CR_ATM,3.0,4.0,5.0,2.0,4.0,n_DR_CorporateConnect,21,18,3,n_CR,83189.0,102025.0,-18836.0,5942.071428571428,7287.5,sum_amt_DR,3961.3809523809523,5668.055555555556,-1706.6746031746034,avg_amt_DR
3682,0.0,0,0,0,4.0,3.0,6.0,5.0,3.0,9.0,n_KPlus,3.0,2.0,6.0,4.0,0.0,2.0,n_CR_CDM,1.0,1.0,1.0,3.0,7.0,n_DR_KPlus,17,13,4,n_CR,95959.0,62965.0,32994.0,6854.214285714285,4497.5,sum_amt_CR,5644.64705882353,4843.461538461538,801.1855203619916,avg_amt_CR
3683,0.0,0,0,0,8.0,6.0,3.0,6.0,5.0,9.0,n_KPlus,4.0,5.0,3.0,3.0,0.0,3.0,n_CR_Branch,4.0,1.0,3.0,5.0,6.0,n_DR_KPlus,18,19,-1,n_DR,122936.0,64922.0,58014.0,8781.142857142857,4637.285714285715,sum_amt_CR,6829.777777777777,3416.9473684210525,3412.830409356725,avg_amt_CR
3684,0.0,0,0,0,6.0,10.0,4.0,7.0,4.0,7.0,n_Branch,3.0,4.0,4.0,2.0,0.0,3.0,n_CR_Branch,3.0,6.0,5.0,4.0,4.0,n_DR_Branch,16,22,-6,n_DR,86273.0,114879.0,-28606.0,6162.357142857143,8205.642857142857,sum_amt_DR,5392.0625,5221.772727272727,170.28977272727298,avg_amt_CR
3685,0.0,0,0,0,8.0,8.0,2.0,8.0,3.0,6.0,n_ATM,3.0,7.0,2.0,7.0,0.0,3.0,n_CR_Branch,5.0,1.0,1.0,3.0,3.0,n_DR_ATM,22,13,9,n_CR,122696.0,58243.0,64453.0,8764.0,4160.214285714285,sum_amt_CR,5577.090909090909,4480.2307692307695,1096.8601398601395,avg_amt_CR
3686,0.0,0,0,0,5.0,7.0,6.0,7.0,6.0,4.0,n_Branch,1.0,5.0,6.0,3.0,0.0,1.0,n_CR_CDM,4.0,2.0,4.0,6.0,3.0,n_DR_EDC,16,19,-3,n_DR,101720.0,114532.0,-12812.0,7265.714285714285,8180.857142857143,sum_amt_DR,6357.5,6028.0,329.5,avg_amt_CR
3687,0.0,0,0,0,6.0,10.0,2.0,12.0,3.0,4.0,n_CorporateConnect,2.0,8.0,2.0,8.0,0.0,1.0,n_CR_Branch,4.0,2.0,4.0,3.0,3.0,n_DR_ATM,21,16,5,n_CR,116128.0,67087.0,49041.0,8294.857142857143,4791.928571428572,sum_amt_CR,5529.9047619047615,4192.9375,1336.9672619047615,avg_amt_CR
3688,0.0,0,0,0,15.0,12.0,5.0,11.0,2.0,4.0,n_ATM,7.0,4.0,5.0,6.0,0.0,2.0,n_CR_ATM,8.0,8.0,5.0,2.0,2.0,n_DR_ATM,24,25,-1,n_DR,116663.0,150378.0,-33715.0,8333.07142857143,10741.285714285714,sum_amt_DR,4860.958333333333,6015.12,-1154.1616666666669,avg_amt_DR
3689,0.0,0,0,0,13.0,9.0,4.0,8.0,4.0,9.0,n_ATM,5.0,5.0,4.0,6.0,0.0,4.0,n_CR_CorporateConnect,8.0,4.0,2.0,4.0,5.0,n_DR_ATM,24,23,1,n_CR,118964.0,111070.0,7894.0,8497.42857142857,7933.571428571428,sum_amt_CR,4956.833333333333,4829.130434782609,127.70289855072406,avg_amt_CR
3690,0.0,0,0,0,13.0,9.0,7.0,7.0,3.0,5.0,n_ATM,5.0,7.0,7.0,6.0,0.0,2.0,n_CR_Branch,8.0,2.0,1.0,3.0,3.0,n_DR_ATM,27,17,10,n_CR,161934.0,78529.0,83405.0,11566.714285714286,5609.214285714285,sum_amt_CR,5997.555555555556,4619.35294117647,1378.2026143790854,avg_amt_CR
3691,0.0,0,0,0,6.0,7.0,3.0,8.0,2.0,3.0,n_CorporateConnect,3.0,4.0,3.0,5.0,0.0,1.0,n_CR_CorporateConnect,3.0,3.0,3.0,2.0,2.0,n_DR_ATM,16,13,3,n_CR,63765.0,70070.0,-6305.0,4554.642857142857,5005.0,sum_amt_DR,3985.3125,5390.0,-1404.6875,avg_amt_DR
3692,0.0,0,0,0,8.0,8.0,0.0,9.0,0.0,11.0,n_KPlus,6.0,3.0,0.0,4.0,0.0,6.0,n_CR_ATM,2.0,5.0,5.0,0.0,5.0,n_DR_Branch,19,17,2,n_CR,100852.0,69674.0,31178.0,7203.714285714285,4976.714285714285,sum_amt_CR,5308.0,4098.470588235294,1209.5294117647063,avg_amt_CR
3693,0.0,0,0,0,8.0,8.0,2.0,6.0,3.0,5.0,n_ATM,3.0,5.0,2.0,1.0,0.0,1.0,n_CR_Branch,5.0,3.0,5.0,3.0,4.0,n_DR_ATM,12,20,-8,n_DR,67058.0,116595.0,-49537.0,4789.857142857143,8328.214285714286,sum_amt_DR,5588.166666666667,5829.75,-241.58333333333303,avg_amt_DR
3694,0.0,0,0,0,7.0,8.0,3.0,6.0,3.0,6.0,n_Branch,1.0,5.0,3.0,4.0,0.0,4.0,n_CR_Branch,6.0,3.0,2.0,3.0,2.0,n_DR_ATM,17,16,1,n_CR,98660.0,88700.0,9960.0,7047.142857142857,6335.714285714285,sum_amt_CR,5803.529411764706,5543.75,259.7794117647063,avg_amt_CR
3695,0.0,0,0,0,7.0,2.0,3.0,9.0,4.0,6.0,n_CorporateConnect,4.0,1.0,3.0,5.0,0.0,3.0,n_CR_CorporateConnect,3.0,1.0,4.0,4.0,3.0,n_DR_CorporateConnect,16,15,1,n_CR,88409.0,69479.0,18930.0,6314.928571428572,4962.785714285715,sum_amt_CR,5525.5625,4631.933333333333,893.6291666666666,avg_amt_CR
3696,0.0,0,0,0,4.0,2.0,2.0,8.0,6.0,12.0,n_KPlus,1.0,1.0,2.0,3.0,0.0,8.0,n_CR_KPlus,3.0,1.0,5.0,6.0,4.0,n_DR_EDC,15,19,-4,n_DR,99677.0,86976.0,12701.0,7119.785714285715,6212.571428571428,sum_amt_CR,6645.133333333333,4577.684210526316,2067.4491228070174,avg_amt_CR
3697,0.0,0,0,0,5.0,9.0,3.0,12.0,4.0,7.0,n_CorporateConnect,1.0,7.0,3.0,5.0,0.0,4.0,n_CR_Branch,4.0,2.0,7.0,4.0,3.0,n_DR_CorporateConnect,20,20,0,n_CR,142824.0,131581.0,11243.0,10201.714285714286,9398.642857142857,sum_amt_CR,7141.2,6579.05,562.1499999999996,avg_amt_CR
3698,0.0,0,0,0,8.0,10.0,4.0,9.0,4.0,7.0,n_Branch,4.0,6.0,4.0,7.0,0.0,5.0,n_CR_CorporateConnect,4.0,4.0,2.0,4.0,2.0,n_DR_ATM,26,16,10,n_CR,159458.0,78663.0,80795.0,11389.857142857143,5618.785714285715,sum_amt_CR,6133.0,4916.4375,1216.5625,avg_amt_CR
3699,0.0,0,0,0,7.0,7.0,3.0,13.0,4.0,8.0,n_CorporateConnect,6.0,1.0,3.0,6.0,0.0,2.0,n_CR_ATM,1.0,6.0,7.0,4.0,6.0,n_DR_CorporateConnect,18,24,-6,n_DR,116014.0,138315.0,-22301.0,8286.714285714286,9879.642857142857,sum_amt_DR,6445.222222222223,5763.125,682.0972222222226,avg_amt_CR
